age,age_group,income,employment_years,credit_history_len,existing_debt_ratio,loan_amount,purpose,default,period
28,Under 30,66886.39,0.4,0.0,0.33,5924.41,home_improvement,0,baseline
50,30-50,78907.03,10.9,8.8,0.404,6485.21,debt_consolidation,0,baseline
32,30-50,55411.92,0.0,4.5,0.264,10366.78,debt_consolidation,0,baseline
27,Under 30,21295.29,1.8,2.8,0.654,7114.93,home_improvement,1,baseline
59,Over 50,31727.62,14.8,13.9,0.308,10420.63,education,0,baseline
28,Under 30,63203.79,1.8,1.5,0.208,8703.55,debt_consolidation,1,baseline
53,Over 50,49490.67,8.2,9.8,0.158,9393.5,debt_consolidation,0,baseline
54,Over 50,14584.27,14.6,17.5,0.203,9636.17,debt_consolidation,0,baseline
23,Under 30,85757.06,2.9,2.5,0.396,6228.7,education,0,baseline
29,Under 30,52129.98,0.0,5.4,0.093,6936.41,debt_consolidation,0,baseline
59,Over 50,33908.34,9.4,10.3,0.154,12764.5,education,0,baseline
45,30-50,76705.6,5.5,6.5,0.385,20194.8,debt_consolidation,0,baseline
26,Under 30,36138.24,3.4,5.5,0.157,12823.01,debt_consolidation,0,baseline
69,Over 50,35961.22,17.6,16.9,0.208,2009.29,home_improvement,1,baseline
33,30-50,57598.9,6.6,11.0,0.131,5546.94,home_improvement,0,baseline
21,Under 30,109258.0,0.0,3.0,0.228,8581.45,home_improvement,0,baseline
66,Over 50,101784.61,13.0,13.5,0.484,4679.24,home_improvement,0,baseline
21,Under 30,57634.13,2.8,3.4,0.472,4570.86,small_business,0,baseline
48,30-50,60359.5,7.8,9.9,0.081,6572.45,auto,0,baseline
69,Over 50,69994.68,17.4,14.0,0.337,9630.22,education,0,baseline
49,30-50,27843.57,5.2,6.3,0.323,11034.35,education,0,baseline
49,30-50,65504.02,8.1,14.2,0.06,6743.45,home_improvement,0,baseline
40,30-50,35230.48,9.7,4.7,0.08,6489.48,education,0,baseline
27,Under 30,56574.58,0.0,2.5,0.369,5314.31,home_improvement,0,baseline
49,30-50,44251.28,12.2,12.3,0.041,10441.55,auto,0,baseline
64,Over 50,61423.25,8.1,8.0,0.162,10096.51,auto,0,baseline
25,Under 30,51696.56,0.0,1.6,0.252,12753.01,auto,0,baseline
64,Over 50,12297.32,14.5,13.8,0.033,8646.21,home_improvement,0,baseline
41,30-50,53130.23,12.2,11.3,0.192,4206.55,debt_consolidation,0,baseline
47,30-50,65445.23,5.6,6.9,0.221,6805.97,small_business,0,baseline
29,Under 30,59914.14,4.8,4.9,0.25,12437.36,debt_consolidation,0,baseline
51,Over 50,46809.26,13.7,17.0,0.146,3402.48,debt_consolidation,0,baseline
29,Under 30,102638.95,0.6,2.0,0.123,7766.59,debt_consolidation,0,baseline
34,30-50,56393.99,3.4,5.9,0.334,9344.8,auto,0,baseline
56,Over 50,59691.98,12.7,10.8,0.299,22067.11,debt_consolidation,0,baseline
23,Under 30,78434.67,0.0,3.9,0.177,5999.57,education,0,baseline
42,30-50,57708.91,6.0,8.3,0.038,7624.8,auto,0,baseline
50,30-50,32724.92,14.0,14.0,0.112,18841.19,education,0,baseline
27,Under 30,16362.51,3.7,2.9,0.362,6038.06,debt_consolidation,0,baseline
35,30-50,39549.0,4.4,4.0,0.228,13868.19,home_improvement,0,baseline
37,30-50,69038.91,5.9,10.1,0.13,9860.88,auto,0,baseline
53,Over 50,41819.02,12.9,10.8,0.364,7255.35,debt_consolidation,0,baseline
68,Over 50,70300.22,18.8,18.3,0.295,10155.88,home_improvement,0,baseline
61,Over 50,52413.93,12.3,10.0,0.218,7526.94,education,0,baseline
30,30-50,87520.62,7.8,10.2,0.057,25056.96,auto,0,baseline
21,Under 30,42922.54,3.9,3.8,0.212,2884.83,small_business,0,baseline
23,Under 30,60501.7,2.7,2.3,0.138,7035.8,auto,0,baseline
50,30-50,61552.66,7.6,6.7,0.351,7139.67,debt_consolidation,0,baseline
28,Under 30,96347.9,0.0,0.9,0.244,7577.99,education,0,baseline
32,30-50,22743.01,2.9,5.1,0.324,13907.9,small_business,1,baseline
62,Over 50,39883.43,14.5,13.8,0.748,6480.04,home_improvement,0,baseline
63,Over 50,71813.82,9.4,7.3,0.214,10363.24,debt_consolidation,0,baseline
62,Over 50,98287.63,15.8,14.6,0.126,9097.3,debt_consolidation,0,baseline
33,30-50,54613.27,8.1,6.2,0.169,12323.19,education,0,baseline
51,Over 50,42971.1,12.2,13.1,0.545,7565.92,debt_consolidation,0,baseline
50,30-50,68920.11,8.1,10.2,0.207,9519.56,debt_consolidation,0,baseline
30,30-50,72469.15,0.8,2.6,0.178,7618.08,home_improvement,0,baseline
48,30-50,41695.66,10.3,10.8,0.277,4949.16,education,0,baseline
46,30-50,56876.54,8.3,12.1,0.088,18025.06,home_improvement,0,baseline
40,30-50,83386.13,8.0,8.1,0.135,5535.34,home_improvement,0,baseline
57,Over 50,114772.43,14.4,11.6,0.17,6378.93,auto,0,baseline
54,Over 50,68471.46,14.8,15.0,0.336,5279.51,education,0,baseline
47,30-50,50004.21,5.7,4.3,0.231,9907.14,debt_consolidation,0,baseline
56,Over 50,47842.33,12.9,11.9,0.11,6379.98,debt_consolidation,0,baseline
58,Over 50,62996.12,11.9,10.3,0.753,17285.46,debt_consolidation,0,baseline
48,30-50,46534.41,9.2,7.9,0.281,10582.69,debt_consolidation,1,baseline
34,30-50,53387.84,7.1,7.2,0.222,7055.6,debt_consolidation,0,baseline
58,Over 50,30453.48,15.9,16.5,0.422,5141.63,home_improvement,0,baseline
56,Over 50,87875.45,16.4,17.4,0.167,7666.74,debt_consolidation,0,baseline
69,Over 50,29346.16,18.1,18.3,0.263,10509.29,education,0,baseline
28,Under 30,40358.19,2.1,4.4,0.092,7919.3,debt_consolidation,0,baseline
41,30-50,51221.62,6.2,6.5,0.184,7553.93,small_business,0,baseline
66,Over 50,120083.68,10.5,5.7,0.164,4864.72,debt_consolidation,0,baseline
46,30-50,40529.79,12.8,13.0,0.303,24873.88,debt_consolidation,0,baseline
67,Over 50,36326.14,15.1,9.5,0.328,7327.9,education,0,baseline
21,Under 30,38258.93,1.5,0.0,0.307,4075.47,education,0,baseline
22,Under 30,103414.84,2.4,3.6,0.127,4733.77,debt_consolidation,0,baseline
60,Over 50,13827.9,9.9,10.5,0.09,6822.28,education,0,baseline
38,30-50,31218.55,3.2,3.6,0.217,21426.59,education,0,baseline
46,30-50,167557.18,13.4,15.8,0.106,7441.28,home_improvement,0,baseline
41,30-50,63952.57,7.9,9.2,0.074,6718.36,auto,0,baseline
40,30-50,29801.28,4.9,5.4,0.223,12361.55,home_improvement,0,baseline
67,Over 50,48104.78,15.7,17.3,0.324,12821.03,debt_consolidation,1,baseline
25,Under 30,50531.62,4.7,8.9,0.091,11265.99,debt_consolidation,0,baseline
58,Over 50,71736.6,15.8,15.6,0.108,8954.74,debt_consolidation,0,baseline
64,Over 50,112170.57,10.7,9.0,0.164,4664.95,home_improvement,0,baseline
53,Over 50,58386.98,16.1,13.8,0.185,5566.33,debt_consolidation,0,baseline
40,30-50,38449.28,9.5,6.7,0.186,3657.5,debt_consolidation,0,baseline
28,Under 30,69855.77,2.0,3.5,0.357,7244.65,debt_consolidation,0,baseline
54,Over 50,35802.98,8.0,6.3,0.058,6552.95,auto,0,baseline
43,30-50,30791.63,10.9,10.0,0.106,6221.56,auto,0,baseline
28,Under 30,22204.29,3.9,5.6,0.086,9317.33,education,0,baseline
38,30-50,24238.37,1.6,0.0,0.442,5833.69,small_business,0,baseline
68,Over 50,32748.08,15.8,12.1,0.081,6834.7,small_business,0,baseline
34,30-50,28853.73,13.9,12.1,0.275,6353.96,debt_consolidation,0,baseline
29,Under 30,56441.3,2.8,4.2,0.216,7975.07,home_improvement,0,baseline
54,Over 50,28574.48,9.3,8.5,0.052,9723.67,auto,0,baseline
30,30-50,11912.58,0.1,1.6,0.053,4137.03,debt_consolidation,0,baseline
66,Over 50,30645.46,21.1,17.4,0.059,10164.0,debt_consolidation,0,baseline
63,Over 50,39642.74,17.2,12.9,0.306,9247.66,education,0,baseline
69,Over 50,37329.82,21.0,17.7,0.18,9989.73,home_improvement,0,baseline
65,Over 50,97128.11,16.1,14.5,0.137,8661.26,home_improvement,0,baseline
32,30-50,37194.12,7.6,7.5,0.081,9708.74,auto,0,baseline
31,30-50,72868.78,1.0,3.0,0.65,6582.48,education,0,baseline
37,30-50,48603.84,6.1,7.7,0.556,10114.08,education,0,baseline
44,30-50,48096.41,8.9,10.5,0.14,14361.17,education,0,baseline
64,Over 50,33660.45,19.2,16.1,0.463,6325.28,debt_consolidation,0,baseline
56,Over 50,47741.09,13.2,9.4,0.375,6441.09,auto,0,baseline
52,Over 50,34742.07,9.0,11.7,0.047,11106.13,debt_consolidation,0,baseline
64,Over 50,52918.64,15.2,15.0,0.393,6142.56,small_business,0,baseline
52,Over 50,44076.75,5.8,4.7,0.086,5655.48,debt_consolidation,0,baseline
39,30-50,32045.67,0.0,2.6,0.22,10007.46,home_improvement,0,baseline
41,30-50,76600.01,9.5,11.7,0.105,6533.95,small_business,0,baseline
46,30-50,59401.71,7.6,11.6,0.116,14926.2,auto,0,baseline
25,Under 30,40069.54,0.6,3.0,0.242,6418.21,debt_consolidation,0,baseline
57,Over 50,52337.68,15.1,16.2,0.239,5379.99,debt_consolidation,0,baseline
52,Over 50,47206.17,15.0,11.6,0.27,8083.72,home_improvement,0,baseline
56,Over 50,33176.07,13.9,13.0,0.433,10074.02,auto,0,baseline
47,30-50,50600.83,14.9,13.2,0.184,9510.56,auto,0,baseline
59,Over 50,37069.31,14.8,14.5,0.353,10608.98,debt_consolidation,0,baseline
67,Over 50,32041.26,17.0,18.8,0.042,6145.17,auto,0,baseline
48,30-50,23617.77,10.2,10.6,0.416,14296.17,home_improvement,1,baseline
42,30-50,41715.44,3.5,2.9,0.542,3541.57,small_business,0,baseline
26,Under 30,63268.12,4.6,3.2,0.417,5483.9,auto,0,baseline
59,Over 50,35860.92,6.0,10.1,0.566,8260.03,small_business,0,baseline
65,Over 50,152408.38,13.6,13.9,0.305,5718.38,debt_consolidation,0,baseline
55,Over 50,73025.1,12.0,12.5,0.15,6940.65,small_business,0,baseline
63,Over 50,88163.52,12.3,11.2,0.42,4960.05,education,0,baseline
63,Over 50,70112.71,13.3,13.2,0.039,7302.13,home_improvement,0,baseline
60,Over 50,112847.12,19.2,15.4,0.144,10214.25,small_business,0,baseline
45,30-50,34401.28,11.7,12.1,0.083,6199.51,auto,0,baseline
25,Under 30,15485.64,0.0,0.0,0.118,5221.38,small_business,0,baseline
21,Under 30,40104.49,0.0,1.3,0.339,6435.22,education,0,baseline
31,30-50,63019.43,0.0,0.7,0.17,14071.88,small_business,0,baseline
42,30-50,52479.75,9.5,3.1,0.208,14013.64,debt_consolidation,0,baseline
57,Over 50,55490.25,11.9,10.8,0.206,6380.14,debt_consolidation,0,baseline
43,30-50,88823.76,1.8,1.6,0.08,10447.77,home_improvement,0,baseline
22,Under 30,58216.61,0.7,2.1,0.313,8029.14,auto,1,baseline
31,30-50,70228.59,4.8,5.9,0.182,15398.48,debt_consolidation,0,baseline
68,Over 50,32118.8,19.3,21.0,0.415,8917.61,home_improvement,0,baseline
69,Over 50,29943.66,16.6,15.9,0.26,7326.28,debt_consolidation,0,baseline
39,30-50,101351.63,5.2,6.8,0.205,18032.64,small_business,0,baseline
60,Over 50,51297.93,19.6,18.7,0.204,5105.63,auto,0,baseline
56,Over 50,37032.34,12.3,13.6,0.447,9505.27,debt_consolidation,0,baseline
66,Over 50,37062.93,17.9,17.2,0.418,16043.13,debt_consolidation,1,baseline
64,Over 50,36603.33,13.4,13.3,0.392,11305.9,small_business,1,baseline
51,Over 50,35630.9,12.6,13.5,0.099,5533.52,home_improvement,0,baseline
40,30-50,27517.67,2.3,0.0,0.482,5386.58,auto,0,baseline
51,Over 50,24954.53,9.1,13.5,0.038,4006.83,small_business,0,baseline
36,30-50,44902.47,1.6,6.5,0.189,17008.37,small_business,1,baseline
38,30-50,37540.79,4.1,5.7,0.156,4598.81,debt_consolidation,0,baseline
50,30-50,80678.04,13.9,10.3,0.106,11576.13,auto,0,baseline
48,30-50,55931.58,7.6,10.5,0.304,3970.89,small_business,0,baseline
49,30-50,55237.26,12.0,10.2,0.141,29101.51,debt_consolidation,1,baseline
39,30-50,35087.35,10.9,11.7,0.275,4119.77,auto,0,baseline
41,30-50,46422.39,6.9,5.0,0.215,8277.21,education,0,baseline
21,Under 30,57667.58,3.0,8.8,0.185,14854.08,debt_consolidation,0,baseline
50,30-50,67662.55,11.7,8.5,0.245,5701.38,home_improvement,0,baseline
49,30-50,46992.75,10.1,10.3,0.304,10741.67,debt_consolidation,0,baseline
66,Over 50,79666.6,18.0,12.2,0.424,7038.03,debt_consolidation,0,baseline
45,30-50,49197.36,13.9,13.1,0.051,9838.87,debt_consolidation,0,baseline
43,30-50,70037.16,5.8,5.8,0.037,13910.3,debt_consolidation,0,baseline
24,Under 30,39323.06,0.0,4.3,0.116,6540.8,auto,0,baseline
30,30-50,21684.11,0.1,1.2,0.178,17127.75,small_business,0,baseline
37,30-50,55312.91,8.6,11.1,0.148,9664.5,small_business,0,baseline
39,30-50,67941.06,9.7,7.7,0.197,21466.16,education,0,baseline
38,30-50,63507.06,4.3,4.9,0.506,5345.59,education,0,baseline
40,30-50,59277.44,0.2,1.7,0.02,5877.94,debt_consolidation,0,baseline
58,Over 50,41903.97,10.9,11.7,0.106,7214.63,home_improvement,0,baseline
27,Under 30,34096.98,3.7,5.7,0.218,4419.02,education,1,baseline
37,30-50,62835.64,5.4,7.8,0.037,12873.7,small_business,0,baseline
28,Under 30,59391.2,3.0,4.9,0.512,7801.57,home_improvement,0,baseline
36,30-50,38085.75,3.7,6.3,0.769,4568.49,auto,0,baseline
54,Over 50,80760.31,14.6,11.9,0.067,5370.11,small_business,0,baseline
23,Under 30,32948.81,1.7,4.2,0.11,5244.93,auto,0,baseline
37,30-50,37699.97,7.4,11.1,0.239,12859.39,education,0,baseline
22,Under 30,102374.34,0.8,0.0,0.354,10184.15,small_business,0,baseline
67,Over 50,72465.21,17.7,17.1,0.194,7583.4,auto,0,baseline
56,Over 50,41726.67,13.6,14.3,0.473,6750.36,debt_consolidation,0,baseline
32,30-50,55788.4,1.1,5.8,0.509,7191.35,small_business,1,baseline
30,30-50,52557.15,4.3,6.9,0.293,19743.05,education,0,baseline
25,Under 30,14249.45,3.8,5.2,0.291,7208.74,debt_consolidation,0,baseline
44,30-50,32600.62,11.5,12.1,0.105,12441.26,small_business,0,baseline
57,Over 50,47911.89,13.8,11.6,0.133,6872.92,debt_consolidation,0,baseline
49,30-50,41752.93,6.9,6.7,0.181,18793.17,small_business,1,baseline
64,Over 50,54786.34,12.6,9.4,0.133,4404.6,education,0,baseline
37,30-50,81492.56,4.3,8.4,0.344,12130.95,debt_consolidation,0,baseline
34,30-50,42417.19,5.1,7.0,0.157,5543.07,education,0,baseline
44,30-50,30456.52,7.7,6.3,0.074,24505.41,debt_consolidation,0,baseline
30,30-50,56737.08,0.0,2.5,0.133,11483.58,small_business,0,baseline
68,Over 50,42320.19,13.1,14.8,0.253,3456.82,auto,0,baseline
30,30-50,45696.25,0.0,4.0,0.558,5086.1,home_improvement,0,baseline
44,30-50,42989.1,0.0,0.1,0.44,11413.77,small_business,0,baseline
46,30-50,134433.78,8.4,2.4,0.435,11258.69,debt_consolidation,1,baseline
23,Under 30,17884.38,7.7,8.9,0.16,10846.12,home_improvement,0,baseline
43,30-50,41161.13,13.1,10.7,0.169,8762.99,auto,0,baseline
43,30-50,48939.49,4.8,7.1,0.107,6908.71,debt_consolidation,0,baseline
33,30-50,34492.11,4.6,7.6,0.332,13951.94,debt_consolidation,0,baseline
27,Under 30,73491.25,0.0,4.2,0.074,5260.19,auto,0,baseline
23,Under 30,70683.39,0.0,5.5,0.204,8322.49,debt_consolidation,0,baseline
21,Under 30,47978.6,0.0,4.5,0.087,5942.76,home_improvement,0,baseline
44,30-50,43399.22,7.4,11.4,0.286,5710.38,auto,0,baseline
25,Under 30,46612.29,0.9,5.4,0.425,6441.39,home_improvement,1,baseline
68,Over 50,46762.93,17.2,18.7,0.153,5610.35,debt_consolidation,0,baseline
32,30-50,47322.07,5.8,6.6,0.047,10666.43,debt_consolidation,1,baseline
52,Over 50,45044.24,9.8,7.3,0.422,3873.64,debt_consolidation,0,baseline
54,Over 50,54918.32,11.7,16.3,0.191,10051.82,auto,0,baseline
45,30-50,68799.06,5.1,6.2,0.223,5900.94,debt_consolidation,0,baseline
64,Over 50,28180.43,11.0,13.3,0.19,8227.14,small_business,0,baseline
26,Under 30,30552.48,0.0,0.9,0.321,7454.53,debt_consolidation,1,baseline
32,30-50,22318.4,5.8,8.6,0.128,6313.15,debt_consolidation,0,baseline
33,30-50,72394.01,3.2,0.0,0.075,14861.98,education,0,baseline
27,Under 30,54865.8,0.0,1.2,0.408,6731.54,debt_consolidation,0,baseline
35,30-50,61535.55,4.7,5.6,0.064,11518.98,auto,0,baseline
36,30-50,25763.8,1.5,4.1,0.142,11593.43,debt_consolidation,0,baseline
58,Over 50,109450.39,17.9,18.5,0.226,7070.65,small_business,0,baseline
35,30-50,37272.72,3.2,2.3,0.215,4320.19,debt_consolidation,0,baseline
63,Over 50,52875.35,16.7,16.7,0.508,5213.09,debt_consolidation,0,baseline
58,Over 50,72003.72,16.2,17.4,0.262,15358.11,auto,0,baseline
65,Over 50,31440.72,12.5,16.7,0.471,10365.88,home_improvement,1,baseline
26,Under 30,38336.36,2.0,5.0,0.438,8685.65,small_business,0,baseline
69,Over 50,53136.92,18.5,15.8,0.342,6102.7,small_business,0,baseline
51,Over 50,177346.88,10.8,8.1,0.269,19262.41,education,0,baseline
69,Over 50,56134.51,17.9,20.0,0.089,5249.8,debt_consolidation,0,baseline
38,30-50,100998.66,2.0,5.0,0.027,8689.36,auto,0,baseline
67,Over 50,84335.06,17.8,16.2,0.362,10413.97,debt_consolidation,0,baseline
49,30-50,57849.76,8.3,5.4,0.092,4218.13,debt_consolidation,0,baseline
24,Under 30,31409.38,2.1,1.8,0.362,5545.6,debt_consolidation,1,baseline
41,30-50,78975.2,9.8,11.1,0.319,6446.08,home_improvement,0,baseline
27,Under 30,24980.49,4.1,6.0,0.071,12468.43,home_improvement,0,baseline
67,Over 50,100749.63,17.1,11.8,0.436,6509.91,education,0,baseline
35,30-50,53637.43,6.8,8.7,0.13,3951.72,home_improvement,0,baseline
31,30-50,14874.44,5.6,3.3,0.027,3766.34,debt_consolidation,0,baseline
48,30-50,42056.63,13.9,15.9,0.203,5522.03,debt_consolidation,0,baseline
41,30-50,65793.51,6.9,7.9,0.125,3846.6,auto,0,baseline
25,Under 30,44061.39,1.9,2.6,0.337,11900.33,auto,1,baseline
61,Over 50,67626.33,16.8,17.4,0.249,12135.86,debt_consolidation,0,baseline
62,Over 50,33439.37,12.9,13.0,0.017,8131.72,auto,0,baseline
57,Over 50,27236.35,8.6,11.5,0.108,7104.21,education,0,baseline
51,Over 50,47469.83,12.0,11.7,0.587,11740.48,debt_consolidation,0,baseline
40,30-50,49722.09,6.0,7.1,0.152,11499.86,education,0,baseline
47,30-50,41907.79,5.5,5.8,0.222,4947.61,small_business,0,baseline
46,30-50,85159.48,10.3,10.7,0.052,5301.49,small_business,0,baseline
29,Under 30,33436.61,7.1,11.1,0.035,11536.51,debt_consolidation,0,baseline
25,Under 30,56439.5,0.0,1.0,0.248,9276.85,debt_consolidation,0,baseline
33,30-50,50543.34,7.3,9.1,0.128,10983.15,auto,0,baseline
43,30-50,24330.3,0.1,0.3,0.155,5182.48,home_improvement,0,baseline
28,Under 30,27076.9,1.2,0.0,0.217,5564.54,debt_consolidation,0,baseline
26,Under 30,49284.26,7.3,8.2,0.125,10218.39,home_improvement,0,baseline
62,Over 50,119555.98,13.4,13.4,0.243,5761.89,home_improvement,0,baseline
39,30-50,63619.25,6.6,7.0,0.565,3789.65,debt_consolidation,0,baseline
49,30-50,22549.41,12.1,8.7,0.282,5805.69,debt_consolidation,0,baseline
46,30-50,12091.77,3.6,5.5,0.125,7313.16,education,0,baseline
57,Over 50,68177.79,12.8,12.8,0.041,18971.15,home_improvement,0,baseline
57,Over 50,46943.68,12.8,10.5,0.384,5328.24,debt_consolidation,0,baseline
35,30-50,81925.84,10.5,7.7,0.019,7856.98,small_business,0,baseline
62,Over 50,32980.67,10.6,10.0,0.064,22504.35,education,0,baseline
39,30-50,57388.29,5.2,7.4,0.321,4690.51,home_improvement,0,baseline
61,Over 50,71738.16,11.2,11.8,0.41,11273.89,debt_consolidation,0,baseline
40,30-50,40080.35,3.5,3.1,0.189,5678.89,auto,0,baseline
26,Under 30,40467.78,5.1,6.4,0.338,9905.51,auto,0,baseline
58,Over 50,49581.26,13.0,14.2,0.112,26038.23,education,0,baseline
22,Under 30,62580.21,0.0,0.0,0.047,12037.42,debt_consolidation,1,baseline
58,Over 50,48705.62,11.4,11.2,0.231,8742.31,auto,0,baseline
23,Under 30,75985.54,0.0,4.7,0.487,5036.36,debt_consolidation,0,baseline
31,30-50,39820.18,2.1,1.1,0.23,7422.64,small_business,0,baseline
50,30-50,26963.04,6.4,9.4,0.325,6107.8,debt_consolidation,0,baseline
67,Over 50,119328.91,15.3,17.5,0.615,3923.43,home_improvement,0,baseline
41,30-50,37343.53,5.9,6.3,0.101,2794.87,auto,0,baseline
26,Under 30,37956.69,0.0,1.3,0.086,5349.55,education,0,baseline
32,30-50,47590.5,4.3,7.5,0.236,7976.27,auto,0,baseline
64,Over 50,50525.4,15.8,14.2,0.192,14181.01,home_improvement,0,baseline
56,Over 50,41191.71,10.6,5.8,0.239,5602.15,small_business,0,baseline
25,Under 30,48637.73,1.0,2.6,0.118,8917.82,auto,0,baseline
39,30-50,48151.47,12.8,13.2,0.021,3461.31,home_improvement,0,baseline
33,30-50,53032.95,10.6,11.9,0.129,5430.57,education,0,baseline
29,Under 30,16968.78,0.0,0.2,0.144,2383.52,home_improvement,0,baseline
62,Over 50,114278.57,11.6,10.7,0.457,24761.92,auto,0,baseline
51,Over 50,45877.05,7.3,9.8,0.192,8946.31,debt_consolidation,0,baseline
29,Under 30,63657.99,6.0,6.7,0.597,8806.15,debt_consolidation,0,baseline
52,Over 50,26366.63,9.7,6.7,0.437,10589.41,home_improvement,0,baseline
41,30-50,39658.08,7.7,10.7,0.281,28743.84,debt_consolidation,1,baseline
24,Under 30,36223.3,7.0,7.2,0.299,6518.26,debt_consolidation,1,baseline
43,30-50,94975.64,7.7,10.3,0.567,4962.24,home_improvement,0,baseline
30,30-50,37661.13,5.3,3.4,0.1,22028.46,auto,0,baseline
33,30-50,68949.94,5.8,6.4,0.304,4378.92,debt_consolidation,0,baseline
64,Over 50,36581.97,13.3,13.6,0.396,15507.26,auto,0,baseline
55,Over 50,39987.47,15.1,13.9,0.238,7809.45,debt_consolidation,0,baseline
27,Under 30,43892.66,0.0,0.0,0.176,10063.53,debt_consolidation,0,baseline
62,Over 50,87354.54,18.4,11.9,0.371,3950.68,debt_consolidation,0,baseline
49,30-50,20943.14,8.0,11.5,0.313,29637.28,auto,0,baseline
63,Over 50,27117.96,13.3,13.1,0.372,6693.45,home_improvement,0,baseline
57,Over 50,20408.62,9.3,11.8,0.278,5706.28,small_business,0,baseline
37,30-50,30050.18,2.8,6.1,0.274,10659.27,auto,0,baseline
47,30-50,34022.59,7.8,9.4,0.265,5869.46,small_business,0,baseline
47,30-50,23706.0,1.8,2.8,0.255,10018.91,debt_consolidation,0,baseline
56,Over 50,35229.3,11.6,12.2,0.286,4313.52,auto,0,baseline
33,30-50,19798.84,2.7,7.0,0.165,8715.03,auto,0,baseline
37,30-50,31005.04,8.0,8.5,0.071,5993.42,home_improvement,0,baseline
32,30-50,84135.95,5.1,9.9,0.372,5477.16,education,0,baseline
35,30-50,58783.39,2.8,1.2,0.44,5061.09,home_improvement,0,baseline
28,Under 30,53335.66,1.1,0.0,0.263,12618.66,debt_consolidation,1,baseline
22,Under 30,31217.98,0.0,4.0,0.135,6800.84,auto,0,baseline
67,Over 50,24557.23,20.6,16.8,0.32,7391.29,debt_consolidation,0,baseline
24,Under 30,29359.74,0.0,6.1,0.519,10031.98,debt_consolidation,0,baseline
64,Over 50,48076.83,12.9,15.0,0.022,14329.54,auto,0,baseline
21,Under 30,72452.0,0.0,5.2,0.138,5107.03,debt_consolidation,0,baseline
59,Over 50,73575.35,8.9,10.9,0.103,9048.2,auto,0,baseline
37,30-50,65106.23,6.5,5.4,0.071,5141.88,home_improvement,0,baseline
46,30-50,35175.3,9.4,6.2,0.358,7300.83,education,0,baseline
34,30-50,49565.36,8.4,11.7,0.456,13801.65,home_improvement,0,baseline
45,30-50,42420.88,11.5,8.2,0.169,2507.33,home_improvement,0,baseline
43,30-50,44777.66,14.9,17.1,0.063,5107.99,home_improvement,0,baseline
46,30-50,122603.1,8.5,10.2,0.236,7218.03,auto,0,baseline
40,30-50,22183.41,5.9,6.5,0.343,9801.71,debt_consolidation,0,baseline
47,30-50,44107.96,5.2,7.0,0.172,14911.32,debt_consolidation,0,baseline
61,Over 50,84565.95,16.1,15.8,0.303,3468.09,debt_consolidation,0,baseline
42,30-50,25345.31,7.7,7.8,0.208,16444.39,home_improvement,0,baseline
38,30-50,36691.99,7.9,11.2,0.366,10513.29,small_business,0,baseline
27,Under 30,38635.73,0.0,4.8,0.398,7184.53,auto,0,baseline
38,30-50,44334.55,7.0,7.9,0.412,3887.35,home_improvement,0,baseline
27,Under 30,23904.43,2.7,3.0,0.361,6086.22,debt_consolidation,0,baseline
29,Under 30,64079.43,3.2,7.2,0.553,13529.08,auto,0,baseline
67,Over 50,66159.86,14.1,9.2,0.229,8210.85,education,0,baseline
25,Under 30,61621.67,5.0,6.9,0.218,7402.67,home_improvement,0,baseline
44,30-50,33134.55,14.2,14.8,0.19,4985.35,small_business,0,baseline
61,Over 50,50966.81,10.7,8.9,0.199,11699.7,home_improvement,0,baseline
67,Over 50,32703.97,18.3,18.6,0.519,7518.67,debt_consolidation,0,baseline
28,Under 30,42206.58,0.0,1.9,0.253,7198.94,education,1,baseline
29,Under 30,129192.73,4.8,4.8,0.378,7726.28,auto,0,baseline
39,30-50,51177.89,0.7,4.5,0.148,5868.62,home_improvement,0,baseline
48,30-50,28727.58,7.9,6.1,0.388,5390.27,small_business,0,baseline
68,Over 50,53164.75,12.5,13.7,0.307,3790.44,education,0,baseline
31,30-50,26680.6,2.9,0.3,0.122,5944.76,small_business,0,baseline
29,Under 30,28579.51,5.3,6.8,0.436,3294.2,auto,0,baseline
33,30-50,30683.94,0.0,2.1,0.088,10330.44,auto,1,baseline
63,Over 50,40137.28,13.6,11.8,0.091,5803.31,home_improvement,0,baseline
22,Under 30,74729.94,0.0,2.8,0.401,6659.83,home_improvement,0,baseline
39,30-50,63594.3,11.0,10.7,0.164,7954.02,debt_consolidation,0,baseline
26,Under 30,62028.42,3.0,6.5,0.283,5425.71,education,0,baseline
28,Under 30,29896.12,0.0,3.1,0.091,4503.0,debt_consolidation,0,baseline
65,Over 50,38422.89,14.0,14.1,0.099,9053.56,education,0,baseline
21,Under 30,55403.64,4.7,6.3,0.179,20837.41,debt_consolidation,0,baseline
36,30-50,36947.6,7.4,7.0,0.106,12772.74,debt_consolidation,0,baseline
65,Over 50,43249.25,12.6,11.5,0.12,15366.35,debt_consolidation,0,baseline
50,30-50,59791.06,9.3,10.0,0.254,4233.49,home_improvement,0,baseline
24,Under 30,41900.47,0.3,1.9,0.474,7363.34,debt_consolidation,1,baseline
43,30-50,54270.0,6.1,9.1,0.182,7339.29,debt_consolidation,0,baseline
68,Over 50,100380.96,11.3,11.2,0.154,16551.17,auto,0,baseline
40,30-50,45372.59,4.6,6.4,0.331,12815.53,home_improvement,1,baseline
