age,age_group,income,employment_years,credit_history_len,existing_debt_ratio,loan_amount,purpose,default,period
25,Under 30,39185.98,0.0,2.0,0.211,3582.8,debt_consolidation,0,monitoring
42,30-50,46643.86,6.6,7.2,0.674,7025.45,auto,0,monitoring
65,Over 50,76063.91,21.1,17.4,0.448,8626.09,home_improvement,0,monitoring
40,30-50,69730.54,7.7,10.2,0.173,9974.22,home_improvement,0,monitoring
31,30-50,27396.47,6.6,7.4,0.212,3028.11,small_business,0,monitoring
24,Under 30,33933.16,0.0,2.5,0.438,13273.18,debt_consolidation,0,monitoring
59,Over 50,159056.03,10.1,9.1,0.251,5573.96,debt_consolidation,0,monitoring
67,Over 50,44232.79,15.5,14.9,0.24,3551.22,debt_consolidation,0,monitoring
29,Under 30,61725.33,4.1,4.1,0.232,7470.63,small_business,0,monitoring
36,30-50,48722.81,6.4,4.5,0.363,3392.68,home_improvement,1,monitoring
36,30-50,38545.64,4.7,4.9,0.415,2822.63,home_improvement,0,monitoring
26,Under 30,43699.71,5.5,7.6,0.29,21718.67,auto,0,monitoring
31,30-50,48226.45,5.1,8.9,0.379,17896.17,debt_consolidation,0,monitoring
33,30-50,49767.62,2.2,0.7,0.558,12919.61,auto,0,monitoring
41,30-50,13262.59,14.3,10.2,0.417,10251.59,debt_consolidation,0,monitoring
24,Under 30,33828.96,3.3,3.2,0.28,13263.53,small_business,0,monitoring
60,Over 50,29910.11,13.1,12.5,0.302,4964.14,small_business,0,monitoring
48,30-50,18521.14,10.0,10.3,0.21,14902.46,auto,0,monitoring
55,Over 50,28278.62,12.3,9.6,0.131,9475.24,debt_consolidation,0,monitoring
59,Over 50,15753.98,7.8,8.5,0.464,3106.47,debt_consolidation,0,monitoring
21,Under 30,94879.62,0.0,0.0,0.392,4208.24,debt_consolidation,0,monitoring
53,Over 50,33939.69,12.9,12.9,0.248,15853.66,home_improvement,0,monitoring
29,Under 30,33846.74,3.9,7.5,0.304,17451.1,debt_consolidation,0,monitoring
40,30-50,59350.56,8.5,5.4,0.145,10089.47,small_business,0,monitoring
67,Over 50,38091.54,17.0,14.5,0.123,13966.2,debt_consolidation,0,monitoring
59,Over 50,56977.07,19.8,16.6,0.31,7871.01,auto,0,monitoring
69,Over 50,36352.29,16.0,17.5,0.31,10264.85,debt_consolidation,0,monitoring
41,30-50,40714.97,6.2,7.3,0.268,7805.19,home_improvement,0,monitoring
50,30-50,36200.57,9.3,7.7,0.276,6427.33,auto,0,monitoring
21,Under 30,62789.42,0.0,2.4,0.639,10114.54,home_improvement,0,monitoring
40,30-50,33048.92,15.7,16.6,0.499,7808.31,debt_consolidation,0,monitoring
40,30-50,13685.45,6.0,7.4,0.276,25062.21,debt_consolidation,1,monitoring
64,Over 50,43572.07,15.1,12.2,0.204,12969.75,debt_consolidation,1,monitoring
26,Under 30,65730.51,5.6,7.7,0.21,16696.37,education,0,monitoring
31,30-50,30577.24,2.1,5.0,0.45,7935.87,debt_consolidation,0,monitoring
28,Under 30,26210.18,8.1,8.1,0.248,9650.74,auto,0,monitoring
41,30-50,32130.95,8.3,7.9,0.646,19225.07,home_improvement,0,monitoring
27,Under 30,14844.84,1.1,5.0,0.094,11812.08,home_improvement,0,monitoring
47,30-50,26520.04,10.6,9.0,0.433,7404.15,debt_consolidation,0,monitoring
35,30-50,30018.72,5.6,7.3,0.261,12311.16,debt_consolidation,0,monitoring
46,30-50,57990.0,10.9,10.7,0.222,11047.1,debt_consolidation,0,monitoring
37,30-50,34212.59,3.8,4.9,0.236,15539.09,home_improvement,0,monitoring
66,Over 50,58418.72,14.7,16.7,0.357,5271.69,debt_consolidation,0,monitoring
49,30-50,22944.92,16.0,15.7,0.209,10882.76,debt_consolidation,0,monitoring
39,30-50,129130.66,7.7,9.5,0.7,9567.24,auto,0,monitoring
66,Over 50,28545.88,14.0,14.1,0.586,9835.65,home_improvement,0,monitoring
39,30-50,26445.65,5.4,5.2,0.196,9743.19,debt_consolidation,0,monitoring
49,30-50,76421.84,11.3,11.3,0.161,13039.69,home_improvement,0,monitoring
59,Over 50,25548.67,11.1,13.3,0.087,8680.66,small_business,0,monitoring
62,Over 50,47874.79,16.5,15.0,0.189,10033.79,auto,0,monitoring
62,Over 50,150916.29,15.3,13.9,0.402,9345.71,small_business,0,monitoring
68,Over 50,33321.44,11.6,9.6,0.299,7560.02,small_business,0,monitoring
28,Under 30,17698.05,0.2,0.0,0.286,10711.74,debt_consolidation,0,monitoring
46,30-50,43151.5,8.8,6.5,0.597,10058.22,home_improvement,0,monitoring
60,Over 50,31168.89,12.5,11.5,0.287,12149.01,home_improvement,0,monitoring
26,Under 30,27729.3,2.1,5.4,0.323,7990.45,debt_consolidation,1,monitoring
56,Over 50,53215.34,8.9,11.0,0.144,13228.48,debt_consolidation,0,monitoring
23,Under 30,66743.64,0.0,3.1,0.117,7183.16,debt_consolidation,0,monitoring
59,Over 50,50849.63,16.1,13.9,0.196,17894.1,debt_consolidation,0,monitoring
62,Over 50,49414.1,12.9,8.6,0.423,14497.97,small_business,0,monitoring
56,Over 50,21331.39,9.1,9.2,0.286,4872.19,debt_consolidation,0,monitoring
52,Over 50,33211.79,8.8,8.0,0.222,17392.04,debt_consolidation,0,monitoring
38,30-50,60659.84,5.9,3.7,0.31,9855.04,auto,0,monitoring
45,30-50,25480.87,8.7,8.5,0.392,11593.73,debt_consolidation,1,monitoring
55,Over 50,51585.62,11.6,14.1,0.274,9981.62,home_improvement,0,monitoring
56,Over 50,27806.6,10.9,10.7,0.397,4875.71,debt_consolidation,0,monitoring
26,Under 30,63079.65,3.4,4.4,0.381,13449.61,auto,0,monitoring
21,Under 30,27897.92,1.6,5.5,0.296,3749.55,education,0,monitoring
64,Over 50,59546.64,10.9,11.8,0.177,16118.8,home_improvement,0,monitoring
62,Over 50,59491.13,21.5,16.5,0.418,7477.47,auto,0,monitoring
40,30-50,42720.15,9.8,7.7,0.571,12475.02,home_improvement,1,monitoring
56,Over 50,38871.92,12.3,13.8,0.11,7845.42,auto,0,monitoring
34,30-50,23895.29,5.4,3.3,0.152,11045.47,debt_consolidation,0,monitoring
47,30-50,22796.58,9.6,10.6,0.245,12107.98,home_improvement,0,monitoring
42,30-50,109458.54,10.9,10.3,0.209,15938.02,debt_consolidation,0,monitoring
54,Over 50,28802.44,10.8,10.7,0.201,8262.39,education,0,monitoring
50,30-50,17615.68,8.5,11.0,0.551,5955.66,auto,0,monitoring
50,30-50,47905.72,10.2,9.5,0.074,7056.2,small_business,1,monitoring
58,Over 50,33144.95,8.5,10.0,0.438,14936.12,auto,0,monitoring
42,30-50,43784.06,0.0,0.0,0.658,21711.47,education,1,monitoring
24,Under 30,41502.57,0.9,1.3,0.167,14137.94,home_improvement,0,monitoring
45,30-50,24193.84,10.9,13.3,0.303,5168.2,debt_consolidation,0,monitoring
28,Under 30,16669.59,0.0,1.0,0.34,5952.48,debt_consolidation,0,monitoring
21,Under 30,40752.31,0.0,6.0,0.089,7151.79,education,0,monitoring
28,Under 30,71186.26,0.3,0.9,0.212,12420.24,auto,0,monitoring
53,Over 50,35159.08,12.5,7.4,0.135,5562.41,auto,0,monitoring
56,Over 50,46235.36,15.3,11.5,0.427,10609.59,home_improvement,0,monitoring
69,Over 50,58709.78,18.0,15.3,0.535,9990.59,debt_consolidation,0,monitoring
34,30-50,31909.49,4.1,5.1,0.369,5366.02,education,0,monitoring
42,30-50,29300.25,8.1,4.2,0.657,7843.07,debt_consolidation,1,monitoring
33,30-50,32214.96,6.8,8.3,0.129,14582.57,education,0,monitoring
27,Under 30,61704.44,3.6,4.7,0.35,7263.59,education,0,monitoring
24,Under 30,52102.84,0.0,0.9,0.131,14755.8,auto,0,monitoring
52,Over 50,46895.59,5.8,10.3,0.489,4629.49,auto,0,monitoring
52,Over 50,23633.85,16.4,15.4,0.297,4387.03,debt_consolidation,0,monitoring
42,30-50,97806.81,1.1,2.8,0.099,6259.86,auto,0,monitoring
33,30-50,42972.09,9.3,5.2,0.219,8263.6,debt_consolidation,0,monitoring
29,Under 30,37286.93,2.8,8.1,0.301,7508.86,debt_consolidation,0,monitoring
63,Over 50,56565.17,16.6,14.4,0.451,4924.92,debt_consolidation,0,monitoring
44,30-50,56566.46,9.5,10.4,0.451,9704.04,debt_consolidation,0,monitoring
55,Over 50,39758.07,12.9,12.0,0.301,11294.08,home_improvement,0,monitoring
28,Under 30,56358.09,4.1,4.8,0.195,10888.12,home_improvement,0,monitoring
63,Over 50,100781.48,12.6,13.0,0.264,5385.21,debt_consolidation,0,monitoring
61,Over 50,54486.59,15.3,11.5,0.293,4560.85,debt_consolidation,0,monitoring
22,Under 30,37946.57,0.0,4.9,0.601,9750.88,auto,0,monitoring
44,30-50,26044.91,11.2,12.3,0.415,9932.57,debt_consolidation,0,monitoring
38,30-50,25886.29,0.7,3.0,0.448,4836.67,debt_consolidation,0,monitoring
57,Over 50,29353.93,10.4,13.5,0.112,10246.47,auto,0,monitoring
64,Over 50,31762.15,16.9,13.2,0.183,6930.39,debt_consolidation,0,monitoring
26,Under 30,23945.61,6.8,7.3,0.493,6952.12,education,0,monitoring
21,Under 30,36747.38,1.7,5.4,0.583,3881.97,debt_consolidation,1,monitoring
25,Under 30,39181.91,0.0,3.3,0.247,2807.0,education,0,monitoring
31,30-50,26185.58,4.3,6.9,0.424,4026.86,home_improvement,1,monitoring
62,Over 50,19311.82,12.6,9.4,0.234,12526.92,auto,0,monitoring
38,30-50,63270.45,6.1,3.2,0.209,8826.42,debt_consolidation,0,monitoring
42,30-50,58414.03,12.8,13.0,0.425,4215.31,debt_consolidation,0,monitoring
35,30-50,36221.37,6.2,6.9,0.304,9220.15,auto,0,monitoring
58,Over 50,42605.73,12.2,10.4,0.131,9124.29,debt_consolidation,0,monitoring
66,Over 50,44787.17,11.1,12.5,0.1,12115.48,auto,0,monitoring
25,Under 30,57823.01,0.0,0.9,0.389,12464.33,debt_consolidation,1,monitoring
35,30-50,54026.56,4.4,5.7,0.257,5680.79,debt_consolidation,0,monitoring
32,30-50,39464.06,5.5,7.4,0.464,5361.87,debt_consolidation,0,monitoring
37,30-50,34332.22,6.0,9.8,0.304,3123.48,auto,0,monitoring
65,Over 50,29795.1,12.7,13.9,0.297,3839.4,education,0,monitoring
38,30-50,53444.12,8.4,10.0,0.367,11207.06,debt_consolidation,0,monitoring
26,Under 30,94286.6,0.0,1.3,0.516,6373.21,debt_consolidation,0,monitoring
40,30-50,43936.29,6.1,9.0,0.143,5420.29,debt_consolidation,0,monitoring
47,30-50,60181.71,13.0,7.6,0.201,5173.62,auto,0,monitoring
33,30-50,70306.39,1.4,0.9,0.147,20373.95,debt_consolidation,0,monitoring
34,30-50,41267.37,3.8,5.0,0.298,8859.22,home_improvement,0,monitoring
37,30-50,18360.96,6.8,8.0,0.417,5382.08,debt_consolidation,0,monitoring
35,30-50,31399.8,0.0,0.9,0.362,7917.13,education,0,monitoring
37,30-50,66691.22,6.0,9.5,0.427,4194.33,education,0,monitoring
23,Under 30,38902.95,1.2,3.7,0.647,16333.57,small_business,0,monitoring
64,Over 50,70194.24,9.7,10.8,0.264,7504.08,small_business,0,monitoring
54,Over 50,28839.75,12.3,11.7,0.546,6915.27,debt_consolidation,0,monitoring
69,Over 50,54342.39,11.6,15.1,0.222,9330.56,debt_consolidation,0,monitoring
23,Under 30,30294.45,5.1,7.9,0.389,10122.88,debt_consolidation,0,monitoring
21,Under 30,31019.89,0.3,2.8,0.365,5185.45,debt_consolidation,0,monitoring
37,30-50,57635.29,1.9,9.4,0.288,10542.42,debt_consolidation,0,monitoring
44,30-50,56494.44,2.0,2.8,0.161,10963.04,education,0,monitoring
47,30-50,22864.69,14.6,14.5,0.28,13150.82,education,0,monitoring
48,30-50,59360.63,9.6,8.1,0.21,8194.18,debt_consolidation,0,monitoring
68,Over 50,44384.07,21.7,16.3,0.224,20076.6,education,0,monitoring
67,Over 50,58016.8,11.1,10.3,0.162,7937.62,auto,0,monitoring
62,Over 50,60148.02,15.3,15.8,0.121,6884.59,debt_consolidation,0,monitoring
46,30-50,47357.59,10.3,6.8,0.175,7705.77,home_improvement,0,monitoring
44,30-50,67312.34,7.1,8.7,0.179,7663.79,auto,0,monitoring
61,Over 50,35295.48,10.1,8.0,0.205,9701.31,auto,0,monitoring
60,Over 50,65242.53,13.9,13.9,0.245,3721.55,debt_consolidation,0,monitoring
64,Over 50,16143.19,14.1,10.8,0.342,8624.82,small_business,0,monitoring
38,30-50,40103.34,9.7,10.7,0.302,8892.41,home_improvement,0,monitoring
63,Over 50,32399.37,13.4,8.8,0.371,12094.26,debt_consolidation,1,monitoring
22,Under 30,43914.97,0.2,3.6,0.29,7591.8,home_improvement,0,monitoring
58,Over 50,81207.27,13.3,12.5,0.176,3744.29,debt_consolidation,0,monitoring
31,30-50,79967.44,8.0,6.1,0.409,5698.36,auto,0,monitoring
21,Under 30,68043.73,1.9,2.3,0.23,4500.75,education,1,monitoring
23,Under 30,45435.66,2.8,5.4,0.483,14407.06,auto,0,monitoring
24,Under 30,18615.27,0.0,2.0,0.383,11277.66,home_improvement,0,monitoring
36,30-50,49668.48,11.4,8.1,0.399,11856.21,debt_consolidation,1,monitoring
51,Over 50,47849.73,6.4,7.3,0.107,18535.46,home_improvement,0,monitoring
47,30-50,34416.66,9.5,8.2,0.349,6484.63,debt_consolidation,0,monitoring
24,Under 30,34389.87,0.0,0.0,0.088,10952.44,home_improvement,0,monitoring
37,30-50,92788.38,8.7,10.1,0.461,15081.58,home_improvement,0,monitoring
37,30-50,72343.89,3.1,5.1,0.455,12129.38,debt_consolidation,0,monitoring
46,30-50,35180.55,4.2,0.7,0.345,7912.83,auto,0,monitoring
40,30-50,63182.82,5.5,9.9,0.33,3989.14,home_improvement,1,monitoring
45,30-50,53634.2,10.3,11.4,0.33,9682.35,debt_consolidation,0,monitoring
40,30-50,41559.05,8.4,9.0,0.515,9652.59,auto,0,monitoring
33,30-50,31198.95,0.0,0.0,0.317,11011.8,debt_consolidation,0,monitoring
30,30-50,45204.52,0.0,1.8,0.329,10923.1,home_improvement,0,monitoring
62,Over 50,39107.88,14.5,13.0,0.424,3922.87,home_improvement,0,monitoring
50,30-50,18505.95,14.4,15.5,0.211,7095.5,debt_consolidation,0,monitoring
41,30-50,42075.04,9.0,11.8,0.309,7759.58,debt_consolidation,0,monitoring
32,30-50,91162.07,0.0,4.9,0.529,16287.79,debt_consolidation,0,monitoring
30,30-50,25011.78,0.0,5.1,0.178,18558.13,debt_consolidation,0,monitoring
53,Over 50,55168.93,9.3,10.1,0.48,11652.74,education,0,monitoring
48,30-50,61974.23,6.6,7.3,0.265,6629.18,home_improvement,0,monitoring
34,30-50,33659.69,7.5,6.5,0.196,6510.57,auto,0,monitoring
49,30-50,57880.53,11.5,9.5,0.278,3827.05,home_improvement,0,monitoring
41,30-50,109056.61,2.1,0.0,0.156,7021.6,auto,0,monitoring
50,30-50,52400.55,9.4,8.6,0.112,14444.15,education,0,monitoring
50,30-50,46366.23,8.6,7.8,0.46,21909.85,home_improvement,0,monitoring
56,Over 50,43705.28,10.4,8.6,0.564,16344.6,debt_consolidation,0,monitoring
62,Over 50,68740.78,17.8,13.9,0.107,8922.36,home_improvement,0,monitoring
41,30-50,52803.82,7.9,8.6,0.345,9810.14,home_improvement,0,monitoring
63,Over 50,56000.05,17.9,17.4,0.348,13098.36,small_business,0,monitoring
29,Under 30,32748.07,2.0,4.6,0.175,7074.09,education,0,monitoring
42,30-50,35636.99,11.7,14.1,0.343,6795.37,auto,0,monitoring
66,Over 50,64567.97,8.5,5.2,0.445,7655.02,debt_consolidation,0,monitoring
61,Over 50,118410.27,10.0,12.4,0.253,8604.53,debt_consolidation,0,monitoring
52,Over 50,75984.7,8.4,10.9,0.294,3986.46,debt_consolidation,0,monitoring
57,Over 50,61901.45,10.6,10.7,0.364,9511.64,education,0,monitoring
27,Under 30,30384.5,0.9,1.8,0.274,4340.51,education,0,monitoring
61,Over 50,55782.58,15.4,10.3,0.26,19787.9,small_business,0,monitoring
30,30-50,33342.81,4.0,5.5,0.496,3979.98,debt_consolidation,0,monitoring
27,Under 30,77193.17,4.8,6.6,0.407,5032.1,debt_consolidation,0,monitoring
40,30-50,34998.88,6.0,5.4,0.447,4995.46,debt_consolidation,1,monitoring
66,Over 50,16703.83,14.0,13.3,0.38,6773.28,auto,0,monitoring
50,30-50,139516.05,7.3,7.7,0.338,5274.8,home_improvement,0,monitoring
35,30-50,52131.83,7.1,6.2,0.34,7321.46,auto,0,monitoring
69,Over 50,39817.37,19.5,21.8,0.198,12274.18,education,0,monitoring
66,Over 50,54110.5,18.2,11.1,0.287,9046.86,education,0,monitoring
32,30-50,20404.21,0.0,0.0,0.462,3250.88,home_improvement,0,monitoring
54,Over 50,36828.42,12.4,13.8,0.416,6147.39,home_improvement,0,monitoring
55,Over 50,28131.92,13.2,13.6,0.099,5618.64,home_improvement,0,monitoring
55,Over 50,28239.93,13.9,11.4,0.148,8483.4,small_business,0,monitoring
66,Over 50,30442.2,14.9,18.7,0.475,11236.0,debt_consolidation,0,monitoring
42,30-50,60606.31,11.0,8.6,0.395,12513.57,education,0,monitoring
39,30-50,46801.48,8.4,9.2,0.286,14271.91,debt_consolidation,0,monitoring
28,Under 30,42305.08,3.0,2.5,0.387,8552.5,auto,1,monitoring
55,Over 50,32422.56,9.5,9.0,0.531,14923.55,auto,0,monitoring
53,Over 50,35094.62,2.6,4.6,0.323,13994.97,home_improvement,1,monitoring
28,Under 30,34664.02,6.1,5.4,0.49,11378.96,auto,1,monitoring
65,Over 50,49976.35,15.2,13.8,0.35,6540.31,education,0,monitoring
41,30-50,57450.38,8.3,9.1,0.214,6866.48,home_improvement,1,monitoring
27,Under 30,44727.01,3.6,6.2,0.283,6383.96,debt_consolidation,0,monitoring
35,30-50,41463.27,5.0,4.7,0.145,15835.8,education,0,monitoring
35,30-50,62467.26,5.7,6.5,0.458,2694.15,auto,0,monitoring
39,30-50,65731.25,4.3,8.9,0.449,23341.1,education,0,monitoring
40,30-50,36587.91,10.8,15.2,0.175,5836.82,auto,0,monitoring
35,30-50,38976.89,10.6,5.7,0.22,15112.06,auto,1,monitoring
59,Over 50,60194.41,15.8,13.3,0.406,10716.12,debt_consolidation,0,monitoring
59,Over 50,82199.84,11.2,11.4,0.407,12249.08,debt_consolidation,0,monitoring
45,30-50,66156.2,2.3,4.4,0.294,5072.12,debt_consolidation,0,monitoring
48,30-50,57551.52,13.0,8.6,0.332,6749.79,education,0,monitoring
51,Over 50,51689.2,9.4,7.9,0.261,12577.05,small_business,0,monitoring
60,Over 50,26586.84,10.4,11.7,0.1,12950.09,debt_consolidation,0,monitoring
25,Under 30,29152.13,1.9,10.0,0.363,5832.51,small_business,1,monitoring
39,30-50,47415.18,9.3,11.6,0.111,3224.18,auto,0,monitoring
25,Under 30,37603.33,2.8,6.2,0.442,5600.25,small_business,0,monitoring
37,30-50,53451.6,7.2,6.6,0.263,6601.47,debt_consolidation,1,monitoring
52,Over 50,52048.07,16.7,13.5,0.329,11365.83,debt_consolidation,0,monitoring
36,30-50,64988.68,5.6,6.8,0.304,13334.1,debt_consolidation,0,monitoring
50,30-50,28523.03,9.9,13.0,0.262,21933.38,auto,0,monitoring
32,30-50,47651.45,5.2,4.0,0.313,9938.52,auto,0,monitoring
26,Under 30,20782.41,0.4,1.6,0.213,15487.91,debt_consolidation,0,monitoring
55,Over 50,37002.34,13.5,11.8,0.182,3631.61,debt_consolidation,0,monitoring
66,Over 50,68068.42,22.1,19.2,0.225,16044.66,auto,0,monitoring
64,Over 50,28336.48,15.7,15.5,0.684,6762.52,debt_consolidation,0,monitoring
22,Under 30,39946.37,1.6,3.4,0.435,8389.29,home_improvement,0,monitoring
29,Under 30,25798.72,0.1,0.1,0.568,11060.39,debt_consolidation,0,monitoring
49,30-50,48275.48,5.9,5.2,0.396,4671.36,debt_consolidation,0,monitoring
22,Under 30,108967.89,2.7,3.8,0.2,5238.72,education,0,monitoring
46,30-50,24265.36,3.3,3.6,0.357,5419.02,auto,0,monitoring
23,Under 30,36470.63,3.4,5.8,0.283,4560.8,auto,0,monitoring
63,Over 50,57610.12,15.6,16.5,0.24,6951.64,auto,0,monitoring
23,Under 30,70673.9,3.9,10.0,0.476,9688.98,education,0,monitoring
53,Over 50,52427.25,5.2,7.1,0.147,3789.91,home_improvement,0,monitoring
44,30-50,63550.65,10.5,7.3,0.11,14172.18,auto,0,monitoring
47,30-50,29512.35,13.1,14.7,0.228,7084.77,small_business,0,monitoring
58,Over 50,46965.87,12.0,9.2,0.245,7595.05,debt_consolidation,0,monitoring
42,30-50,38596.47,6.2,5.7,0.104,6731.02,debt_consolidation,0,monitoring
37,30-50,28374.87,3.7,6.6,0.673,10077.28,auto,1,monitoring
38,30-50,40838.56,8.7,8.5,0.168,7271.47,small_business,0,monitoring
40,30-50,30426.69,14.1,12.5,0.832,16830.51,education,1,monitoring
34,30-50,26997.29,4.3,1.0,0.272,4227.89,education,0,monitoring
64,Over 50,46768.05,17.4,15.0,0.211,8676.15,debt_consolidation,0,monitoring
54,Over 50,101885.73,10.8,9.8,0.17,9588.67,debt_consolidation,0,monitoring
65,Over 50,24065.72,12.2,10.3,0.568,9912.12,auto,0,monitoring
32,30-50,25273.9,3.7,4.2,0.151,7803.12,education,0,monitoring
25,Under 30,48406.72,0.0,0.0,0.365,22147.27,small_business,0,monitoring
68,Over 50,21244.12,14.9,11.1,0.563,6218.78,auto,0,monitoring
33,30-50,30409.9,1.6,1.7,0.274,15092.99,auto,0,monitoring
43,30-50,54170.21,9.2,10.3,0.377,6037.08,education,0,monitoring
69,Over 50,32449.76,19.2,13.2,0.219,8830.8,small_business,0,monitoring
59,Over 50,42525.62,12.5,13.3,0.228,9618.29,home_improvement,0,monitoring
60,Over 50,89751.6,21.7,20.5,0.314,11011.95,education,0,monitoring
53,Over 50,56501.11,8.6,11.2,0.308,6445.47,auto,0,monitoring
65,Over 50,22903.92,10.0,8.8,0.462,13478.61,small_business,0,monitoring
31,30-50,32864.25,2.5,3.9,0.585,4410.11,auto,0,monitoring
60,Over 50,94236.03,12.7,14.6,0.373,6382.23,home_improvement,0,monitoring
51,Over 50,41260.73,7.0,5.9,0.505,4392.94,home_improvement,0,monitoring
41,30-50,23663.57,12.3,8.5,0.638,7393.04,debt_consolidation,0,monitoring
30,30-50,53993.16,4.4,5.5,0.256,14296.09,education,0,monitoring
46,30-50,54510.68,11.5,10.2,0.44,5679.01,debt_consolidation,0,monitoring
26,Under 30,98830.37,0.0,2.3,0.212,12727.81,home_improvement,0,monitoring
55,Over 50,52708.02,16.9,13.6,0.433,10797.63,debt_consolidation,0,monitoring
54,Over 50,62845.91,6.9,6.5,0.145,13741.33,debt_consolidation,0,monitoring
55,Over 50,77984.78,13.5,13.6,0.122,5984.71,auto,0,monitoring
21,Under 30,21152.65,0.0,2.2,0.178,6567.99,education,0,monitoring
48,30-50,40855.21,10.9,10.4,0.452,10388.33,debt_consolidation,0,monitoring
66,Over 50,38705.6,16.2,10.5,0.517,16590.52,home_improvement,0,monitoring
21,Under 30,41281.64,3.9,3.1,0.293,5470.68,education,0,monitoring
63,Over 50,39681.94,14.1,10.9,0.439,15445.1,home_improvement,0,monitoring
68,Over 50,35320.29,14.3,18.9,0.32,8307.08,auto,0,monitoring
37,30-50,65105.15,4.9,5.4,0.424,15559.11,education,0,monitoring
37,30-50,34657.36,2.4,2.5,0.19,9989.42,education,0,monitoring
69,Over 50,78605.21,19.7,18.7,0.165,3293.55,small_business,0,monitoring
23,Under 30,27810.03,0.5,0.0,0.316,13721.08,home_improvement,0,monitoring
53,Over 50,32624.68,13.2,13.1,0.161,7120.78,auto,0,monitoring
52,Over 50,15827.52,14.6,16.3,0.3,8890.5,debt_consolidation,0,monitoring
60,Over 50,21779.8,9.8,11.8,0.097,8793.08,auto,0,monitoring
48,30-50,102063.76,11.6,9.9,0.163,16182.56,debt_consolidation,0,monitoring
32,30-50,24875.56,1.8,7.1,0.206,8064.91,home_improvement,0,monitoring
50,30-50,45009.28,9.0,12.6,0.178,17660.52,auto,0,monitoring
49,30-50,58546.0,10.0,6.0,0.494,7285.14,auto,0,monitoring
59,Over 50,52018.22,10.1,10.1,0.307,11123.38,debt_consolidation,0,monitoring
28,Under 30,81149.94,0.0,0.8,0.382,4717.39,education,0,monitoring
25,Under 30,125606.18,0.9,1.0,0.541,7010.65,debt_consolidation,0,monitoring
29,Under 30,38971.87,2.6,2.8,0.317,6047.59,small_business,0,monitoring
65,Over 50,37533.57,18.4,14.9,0.193,13209.86,home_improvement,0,monitoring
62,Over 50,69232.17,13.0,14.9,0.447,9005.16,home_improvement,0,monitoring
57,Over 50,31913.57,9.5,9.8,0.282,7885.04,auto,0,monitoring
27,Under 30,20323.32,2.0,3.9,0.459,7834.0,debt_consolidation,1,monitoring
32,30-50,49641.42,0.9,5.5,0.355,16727.4,home_improvement,0,monitoring
29,Under 30,31761.06,6.6,6.6,0.833,4564.09,small_business,0,monitoring
49,30-50,34746.51,9.4,9.9,0.282,15178.76,debt_consolidation,0,monitoring
27,Under 30,32154.45,3.7,3.0,0.445,7318.76,education,1,monitoring
65,Over 50,38328.12,13.7,13.5,0.526,8276.56,education,1,monitoring
42,30-50,48554.49,8.0,12.8,0.164,15406.23,auto,0,monitoring
41,30-50,28164.25,7.9,9.5,0.165,13515.07,debt_consolidation,0,monitoring
38,30-50,167370.39,5.9,5.7,0.294,6469.97,debt_consolidation,0,monitoring
55,Over 50,15282.17,14.0,12.3,0.256,12213.93,debt_consolidation,1,monitoring
65,Over 50,78357.3,15.8,14.1,0.265,4252.16,debt_consolidation,0,monitoring
57,Over 50,37469.5,12.7,13.6,0.207,7112.95,education,0,monitoring
24,Under 30,31032.19,2.2,2.3,0.392,6259.1,home_improvement,0,monitoring
61,Over 50,38719.65,10.5,10.7,0.286,5084.94,debt_consolidation,0,monitoring
26,Under 30,67154.48,4.7,5.8,0.479,4258.77,auto,0,monitoring
44,30-50,36099.82,6.4,9.1,0.462,8122.28,home_improvement,0,monitoring
21,Under 30,40594.31,1.0,1.9,0.276,7642.54,auto,1,monitoring
51,Over 50,38517.94,12.8,15.5,0.156,5647.57,auto,0,monitoring
46,30-50,29039.88,12.9,13.3,0.58,3575.69,education,0,monitoring
47,30-50,70760.31,10.0,7.9,0.125,8932.84,small_business,0,monitoring
32,30-50,57832.48,6.7,5.1,0.342,14792.4,debt_consolidation,0,monitoring
43,30-50,47142.75,6.8,5.9,0.101,10449.12,auto,0,monitoring
25,Under 30,68116.04,2.1,2.4,0.455,17017.38,home_improvement,0,monitoring
30,30-50,65584.13,4.0,3.4,0.201,6405.69,debt_consolidation,0,monitoring
36,30-50,49382.01,9.2,11.2,0.266,13709.53,home_improvement,0,monitoring
42,30-50,38786.52,10.4,11.9,0.247,9372.0,home_improvement,0,monitoring
33,30-50,42859.78,8.5,8.5,0.299,11365.68,auto,1,monitoring
40,30-50,55159.52,7.3,8.6,0.139,16419.2,debt_consolidation,0,monitoring
33,30-50,73983.78,0.0,2.0,0.305,16425.76,debt_consolidation,0,monitoring
31,30-50,43413.21,0.0,3.9,0.55,8500.81,home_improvement,1,monitoring
21,Under 30,59667.89,0.0,2.0,0.572,9704.83,auto,0,monitoring
22,Under 30,57000.64,0.8,0.7,0.224,6560.11,education,0,monitoring
38,30-50,22008.83,0.5,4.6,0.504,4462.1,education,0,monitoring
45,30-50,23891.35,9.5,10.1,0.504,3843.94,home_improvement,0,monitoring
69,Over 50,80160.42,21.3,21.1,0.344,13459.95,education,0,monitoring
49,30-50,36793.3,7.1,4.8,0.191,4718.53,home_improvement,1,monitoring
50,30-50,28737.93,7.9,9.6,0.442,1836.68,debt_consolidation,0,monitoring
